/home/zht/anaconda3/envs/py38torch19/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Linear Accuracy : 0.8938411669367909
Start training epoch: (28/100)
Epoch (28), Batch(0/1368), loss: 0.236291, imid loss: 0.075163, imid1 loss: 0.080612, cmid loss: 0.080515
Epoch (28), Batch(200/1368), loss: 0.258097, imid loss: 0.089498, imid1 loss: 0.089027, cmid loss: 0.079572
Epoch (28), Batch(400/1368), loss: 0.255995, imid loss: 0.091827, imid1 loss: 0.085552, cmid loss: 0.078615
Epoch (28), Batch(600/1368), loss: 0.254222, imid loss: 0.091952, imid1 loss: 0.083689, cmid loss: 0.078582
Epoch (28), Batch(800/1368), loss: 0.256181, imid loss: 0.091483, imid1 loss: 0.085860, cmid loss: 0.078838
Epoch (28), Batch(1000/1368), loss: 0.255301, imid loss: 0.091512, imid1 loss: 0.085369, cmid loss: 0.078421
Epoch (28), Batch(1200/1368), loss: 0.254911, imid loss: 0.091416, imid1 loss: 0.085558, cmid loss: 0.077937
Train 28, loss: 0.255161
Linear Accuracy : 0.9003241491085899
Start training epoch: (29/100)
Epoch (29), Batch(0/1368), loss: 0.181938, imid loss: 0.054737, imid1 loss: 0.051515, cmid loss: 0.075686
Epoch (29), Batch(200/1368), loss: 0.258289, imid loss: 0.090846, imid1 loss: 0.091360, cmid loss: 0.076084
Epoch (29), Batch(400/1368), loss: 0.249254, imid loss: 0.087538, imid1 loss: 0.086255, cmid loss: 0.075461
Epoch (29), Batch(600/1368), loss: 0.245705, imid loss: 0.087269, imid1 loss: 0.083296, cmid loss: 0.075140
Epoch (29), Batch(800/1368), loss: 0.247725, imid loss: 0.087851, imid1 loss: 0.084913, cmid loss: 0.074960
Epoch (29), Batch(1000/1368), loss: 0.251803, imid loss: 0.088774, imid1 loss: 0.087920, cmid loss: 0.075109
Epoch (29), Batch(1200/1368), loss: 0.250275, imid loss: 0.089395, imid1 loss: 0.085714, cmid loss: 0.075167
Train 29, loss: 0.250238
Linear Accuracy : 0.8918152350081038
Start training epoch: (30/100)
Epoch (30), Batch(0/1368), loss: 0.222078, imid loss: 0.056307, imid1 loss: 0.092479, cmid loss: 0.073293
Epoch (30), Batch(200/1368), loss: 0.251767, imid loss: 0.086726, imid1 loss: 0.090297, cmid loss: 0.074745
Epoch (30), Batch(400/1368), loss: 0.251032, imid loss: 0.090161, imid1 loss: 0.085801, cmid loss: 0.075070
Epoch (30), Batch(600/1368), loss: 0.252630, imid loss: 0.090881, imid1 loss: 0.086745, cmid loss: 0.075004
Epoch (30), Batch(800/1368), loss: 0.248600, imid loss: 0.089021, imid1 loss: 0.084963, cmid loss: 0.074616
Epoch (30), Batch(1000/1368), loss: 0.247131, imid loss: 0.088775, imid1 loss: 0.084158, cmid loss: 0.074198
Epoch (30), Batch(1200/1368), loss: 0.248067, imid loss: 0.090598, imid1 loss: 0.083661, cmid loss: 0.073809
Train 30, loss: 0.246304
Linear Accuracy : 0.8958670988654781
==> Saving...
Start training epoch: (31/100)
Epoch (31), Batch(0/1368), loss: 0.215794, imid loss: 0.101926, imid1 loss: 0.044206, cmid loss: 0.069662
Epoch (31), Batch(200/1368), loss: 0.237719, imid loss: 0.087193, imid1 loss: 0.079058, cmid loss: 0.071468
Epoch (31), Batch(400/1368), loss: 0.239953, imid loss: 0.088223, imid1 loss: 0.079995, cmid loss: 0.071735
Epoch (31), Batch(600/1368), loss: 0.242796, imid loss: 0.088172, imid1 loss: 0.082302, cmid loss: 0.072322
Epoch (31), Batch(800/1368), loss: 0.242540, imid loss: 0.087918, imid1 loss: 0.082560, cmid loss: 0.072062
Epoch (31), Batch(1000/1368), loss: 0.242405, imid loss: 0.087721, imid1 loss: 0.082706, cmid loss: 0.071977
Epoch (31), Batch(1200/1368), loss: 0.241073, imid loss: 0.087472, imid1 loss: 0.081823, cmid loss: 0.071778
Train 31, loss: 0.241064
Linear Accuracy : 0.8934359805510534
Start training epoch: (32/100)
Epoch (32), Batch(0/1368), loss: 0.298087, imid loss: 0.152079, imid1 loss: 0.074346, cmid loss: 0.071662
Epoch (32), Batch(200/1368), loss: 0.247612, imid loss: 0.090284, imid1 loss: 0.086514, cmid loss: 0.070813
Epoch (32), Batch(400/1368), loss: 0.237905, imid loss: 0.086565, imid1 loss: 0.080997, cmid loss: 0.070343
Epoch (32), Batch(600/1368), loss: 0.235470, imid loss: 0.084719, imid1 loss: 0.081085, cmid loss: 0.069667
Epoch (32), Batch(800/1368), loss: 0.234055, imid loss: 0.083657, imid1 loss: 0.080886, cmid loss: 0.069513
Epoch (32), Batch(1000/1368), loss: 0.235893, imid loss: 0.084590, imid1 loss: 0.081947, cmid loss: 0.069356
Epoch (32), Batch(1200/1368), loss: 0.237930, imid loss: 0.085725, imid1 loss: 0.082800, cmid loss: 0.069405
Train 32, loss: 0.237124
Linear Accuracy : 0.8910048622366289
Start training epoch: (33/100)
Epoch (33), Batch(0/1368), loss: 0.369663, imid loss: 0.086898, imid1 loss: 0.212608, cmid loss: 0.070157
Epoch (33), Batch(200/1368), loss: 0.234809, imid loss: 0.085110, imid1 loss: 0.081167, cmid loss: 0.068531
Epoch (33), Batch(400/1368), loss: 0.232138, imid loss: 0.083840, imid1 loss: 0.079725, cmid loss: 0.068573
Epoch (33), Batch(600/1368), loss: 0.231683, imid loss: 0.082708, imid1 loss: 0.080173, cmid loss: 0.068801
Epoch (33), Batch(800/1368), loss: 0.232330, imid loss: 0.085269, imid1 loss: 0.078442, cmid loss: 0.068619
Epoch (33), Batch(1000/1368), loss: 0.231352, imid loss: 0.084944, imid1 loss: 0.078255, cmid loss: 0.068153
Epoch (33), Batch(1200/1368), loss: 0.233260, imid loss: 0.085685, imid1 loss: 0.079475, cmid loss: 0.068100
Train 33, loss: 0.232298
Linear Accuracy : 0.8970826580226904
Start training epoch: (34/100)
Epoch (34), Batch(0/1368), loss: 0.182310, imid loss: 0.056408, imid1 loss: 0.063618, cmid loss: 0.062284
Epoch (34), Batch(200/1368), loss: 0.238256, imid loss: 0.089660, imid1 loss: 0.080709, cmid loss: 0.067887
Epoch (34), Batch(400/1368), loss: 0.236646, imid loss: 0.090986, imid1 loss: 0.077798, cmid loss: 0.067862
Epoch (34), Batch(600/1368), loss: 0.237582, imid loss: 0.089915, imid1 loss: 0.080487, cmid loss: 0.067180
Epoch (34), Batch(800/1368), loss: 0.235999, imid loss: 0.090079, imid1 loss: 0.078996, cmid loss: 0.066925
Epoch (34), Batch(1000/1368), loss: 0.237181, imid loss: 0.090388, imid1 loss: 0.080035, cmid loss: 0.066758
Epoch (34), Batch(1200/1368), loss: 0.236715, imid loss: 0.089022, imid1 loss: 0.080965, cmid loss: 0.066728
Train 34, loss: 0.236364
Linear Accuracy : 0.8974878444084279
Start training epoch: (35/100)
Epoch (35), Batch(0/1368), loss: 0.203016, imid loss: 0.075789, imid1 loss: 0.066222, cmid loss: 0.061005
Epoch (35), Batch(200/1368), loss: 0.220742, imid loss: 0.081868, imid1 loss: 0.074386, cmid loss: 0.064488
Epoch (35), Batch(400/1368), loss: 0.216586, imid loss: 0.081045, imid1 loss: 0.071946, cmid loss: 0.063594
Epoch (35), Batch(600/1368), loss: 0.220079, imid loss: 0.082537, imid1 loss: 0.073949, cmid loss: 0.063593
Epoch (35), Batch(800/1368), loss: 0.219601, imid loss: 0.081206, imid1 loss: 0.074710, cmid loss: 0.063685
Epoch (35), Batch(1000/1368), loss: 0.219902, imid loss: 0.080944, imid1 loss: 0.075357, cmid loss: 0.063601
Epoch (35), Batch(1200/1368), loss: 0.220921, imid loss: 0.081968, imid1 loss: 0.075437, cmid loss: 0.063516
Train 35, loss: 0.221475
Linear Accuracy : 0.8974878444084279
==> Saving...
Start training epoch: (36/100)
Epoch (36), Batch(0/1368), loss: 0.202550, imid loss: 0.042521, imid1 loss: 0.099184, cmid loss: 0.060844
Epoch (36), Batch(200/1368), loss: 0.224921, imid loss: 0.078589, imid1 loss: 0.083633, cmid loss: 0.062699
Epoch (36), Batch(400/1368), loss: 0.222192, imid loss: 0.079621, imid1 loss: 0.080004, cmid loss: 0.062566
Epoch (36), Batch(600/1368), loss: 0.221521, imid loss: 0.080100, imid1 loss: 0.078605, cmid loss: 0.062815
Epoch (36), Batch(800/1368), loss: 0.218889, imid loss: 0.079861, imid1 loss: 0.076265, cmid loss: 0.062763
Epoch (36), Batch(1000/1368), loss: 0.223385, imid loss: 0.080526, imid1 loss: 0.079645, cmid loss: 0.063213
Epoch (36), Batch(1200/1368), loss: 0.222984, imid loss: 0.080857, imid1 loss: 0.078869, cmid loss: 0.063259
Train 36, loss: 0.223527
Linear Accuracy : 0.8881685575364667
Start training epoch: (37/100)
Epoch (37), Batch(0/1368), loss: 0.179835, imid loss: 0.074081, imid1 loss: 0.038106, cmid loss: 0.067647
Epoch (37), Batch(200/1368), loss: 0.222675, imid loss: 0.078575, imid1 loss: 0.080553, cmid loss: 0.063546
Epoch (37), Batch(400/1368), loss: 0.220937, imid loss: 0.081585, imid1 loss: 0.076218, cmid loss: 0.063133
Epoch (37), Batch(600/1368), loss: 0.219921, imid loss: 0.081036, imid1 loss: 0.076384, cmid loss: 0.062501
Epoch (37), Batch(800/1368), loss: 0.219665, imid loss: 0.081889, imid1 loss: 0.075715, cmid loss: 0.062061
Epoch (37), Batch(1000/1368), loss: 0.219432, imid loss: 0.081809, imid1 loss: 0.075700, cmid loss: 0.061923
Epoch (37), Batch(1200/1368), loss: 0.220787, imid loss: 0.082298, imid1 loss: 0.076383, cmid loss: 0.062105
Train 37, loss: 0.220610
Linear Accuracy : 0.8905996758508914
Start training epoch: (38/100)
Epoch (38), Batch(0/1368), loss: 0.258256, imid loss: 0.083445, imid1 loss: 0.111935, cmid loss: 0.062876
Epoch (38), Batch(200/1368), loss: 0.220713, imid loss: 0.083062, imid1 loss: 0.076175, cmid loss: 0.061476
Epoch (38), Batch(400/1368), loss: 0.217188, imid loss: 0.081578, imid1 loss: 0.074573, cmid loss: 0.061036
Epoch (38), Batch(600/1368), loss: 0.215912, imid loss: 0.081820, imid1 loss: 0.073422, cmid loss: 0.060670
Epoch (38), Batch(800/1368), loss: 0.214428, imid loss: 0.081612, imid1 loss: 0.072396, cmid loss: 0.060420
Epoch (38), Batch(1000/1368), loss: 0.214657, imid loss: 0.081700, imid1 loss: 0.072594, cmid loss: 0.060363
Epoch (38), Batch(1200/1368), loss: 0.215611, imid loss: 0.081870, imid1 loss: 0.073417, cmid loss: 0.060324
Train 38, loss: 0.215701
Linear Accuracy : 0.8950567260940032
Start training epoch: (39/100)
Epoch (39), Batch(0/1368), loss: 0.171537, imid loss: 0.064534, imid1 loss: 0.047466, cmid loss: 0.059536
Epoch (39), Batch(200/1368), loss: 0.199158, imid loss: 0.072242, imid1 loss: 0.069753, cmid loss: 0.057162
Epoch (39), Batch(400/1368), loss: 0.195663, imid loss: 0.072221, imid1 loss: 0.067033, cmid loss: 0.056410
Epoch (39), Batch(600/1368), loss: 0.199592, imid loss: 0.071921, imid1 loss: 0.071101, cmid loss: 0.056569
Epoch (39), Batch(800/1368), loss: 0.200710, imid loss: 0.072003, imid1 loss: 0.072157, cmid loss: 0.056550
Epoch (39), Batch(1000/1368), loss: 0.200717, imid loss: 0.072475, imid1 loss: 0.071826, cmid loss: 0.056416
Epoch (39), Batch(1200/1368), loss: 0.199362, imid loss: 0.072387, imid1 loss: 0.070823, cmid loss: 0.056151
Train 39, loss: 0.198579
Linear Accuracy : 0.890194489465154
Start training epoch: (40/100)
Epoch (40), Batch(0/1368), loss: 0.147695, imid loss: 0.067843, imid1 loss: 0.025284, cmid loss: 0.054567
Epoch (40), Batch(200/1368), loss: 0.192272, imid loss: 0.075813, imid1 loss: 0.062551, cmid loss: 0.053908
Epoch (40), Batch(400/1368), loss: 0.194063, imid loss: 0.073978, imid1 loss: 0.066298, cmid loss: 0.053787
Epoch (40), Batch(600/1368), loss: 0.195941, imid loss: 0.074581, imid1 loss: 0.067501, cmid loss: 0.053859
Epoch (40), Batch(800/1368), loss: 0.193167, imid loss: 0.073387, imid1 loss: 0.066028, cmid loss: 0.053752
Epoch (40), Batch(1000/1368), loss: 0.193539, imid loss: 0.073609, imid1 loss: 0.066266, cmid loss: 0.053663
Epoch (40), Batch(1200/1368), loss: 0.195797, imid loss: 0.074425, imid1 loss: 0.067686, cmid loss: 0.053685
Train 40, loss: 0.196788
Linear Accuracy : 0.890194489465154
==> Saving...
Start training epoch: (41/100)
Epoch (41), Batch(0/1368), loss: 0.174739, imid loss: 0.034068, imid1 loss: 0.092085, cmid loss: 0.048586
Epoch (41), Batch(200/1368), loss: 0.187360, imid loss: 0.072068, imid1 loss: 0.062861, cmid loss: 0.052431
Epoch (41), Batch(400/1368), loss: 0.193705, imid loss: 0.071613, imid1 loss: 0.068947, cmid loss: 0.053146
Epoch (41), Batch(600/1368), loss: 0.197676, imid loss: 0.072005, imid1 loss: 0.072165, cmid loss: 0.053505
Epoch (41), Batch(800/1368), loss: 0.196899, imid loss: 0.071929, imid1 loss: 0.071504, cmid loss: 0.053467
Epoch (41), Batch(1000/1368), loss: 0.196839, imid loss: 0.072661, imid1 loss: 0.070865, cmid loss: 0.053313
Epoch (41), Batch(1200/1368), loss: 0.194583, imid loss: 0.071396, imid1 loss: 0.070061, cmid loss: 0.053125
Train 41, loss: 0.193045
Linear Accuracy : 0.8978930307941653
Start training epoch: (42/100)
Epoch (42), Batch(0/1368), loss: 0.153813, imid loss: 0.057594, imid1 loss: 0.042038, cmid loss: 0.054182
Epoch (42), Batch(200/1368), loss: 0.192887, imid loss: 0.071658, imid1 loss: 0.068933, cmid loss: 0.052296
Epoch (42), Batch(400/1368), loss: 0.191638, imid loss: 0.071468, imid1 loss: 0.068029, cmid loss: 0.052141
Epoch (42), Batch(600/1368), loss: 0.190227, imid loss: 0.070353, imid1 loss: 0.067984, cmid loss: 0.051889
Epoch (42), Batch(800/1368), loss: 0.188373, imid loss: 0.070908, imid1 loss: 0.065858, cmid loss: 0.051607
Epoch (42), Batch(1000/1368), loss: 0.188881, imid loss: 0.071537, imid1 loss: 0.066035, cmid loss: 0.051310
Epoch (42), Batch(1200/1368), loss: 0.187353, imid loss: 0.070931, imid1 loss: 0.065240, cmid loss: 0.051183
Train 42, loss: 0.187535
Linear Accuracy : 0.8922204213938412
Start training epoch: (43/100)
Epoch (43), Batch(0/1368), loss: 0.132189, imid loss: 0.048279, imid1 loss: 0.026442, cmid loss: 0.057468
Epoch (43), Batch(200/1368), loss: 0.192864, imid loss: 0.070137, imid1 loss: 0.071768, cmid loss: 0.050960
Epoch (43), Batch(400/1368), loss: 0.190134, imid loss: 0.070352, imid1 loss: 0.068569, cmid loss: 0.051213
Epoch (43), Batch(600/1368), loss: 0.186073, imid loss: 0.070132, imid1 loss: 0.065040, cmid loss: 0.050901
Epoch (43), Batch(800/1368), loss: 0.187091, imid loss: 0.070700, imid1 loss: 0.065646, cmid loss: 0.050745
Epoch (43), Batch(1000/1368), loss: 0.186434, imid loss: 0.070471, imid1 loss: 0.065400, cmid loss: 0.050562
Epoch (43), Batch(1200/1368), loss: 0.185974, imid loss: 0.070542, imid1 loss: 0.065045, cmid loss: 0.050387
Train 43, loss: 0.185729
Linear Accuracy : 0.8978930307941653
Start training epoch: (44/100)
Epoch (44), Batch(0/1368), loss: 0.159345, imid loss: 0.044155, imid1 loss: 0.060749, cmid loss: 0.054440
Epoch (44), Batch(200/1368), loss: 0.192207, imid loss: 0.071335, imid1 loss: 0.070896, cmid loss: 0.049977
Epoch (44), Batch(400/1368), loss: 0.187570, imid loss: 0.071251, imid1 loss: 0.066120, cmid loss: 0.050199
Epoch (44), Batch(600/1368), loss: 0.187272, imid loss: 0.072460, imid1 loss: 0.064660, cmid loss: 0.050151
Epoch (44), Batch(800/1368), loss: 0.187511, imid loss: 0.073438, imid1 loss: 0.064008, cmid loss: 0.050065
Epoch (44), Batch(1000/1368), loss: 0.187858, imid loss: 0.073142, imid1 loss: 0.064688, cmid loss: 0.050028
Epoch (44), Batch(1200/1368), loss: 0.188191, imid loss: 0.072964, imid1 loss: 0.065281, cmid loss: 0.049946
Train 44, loss: 0.189037
Linear Accuracy : 0.8982982171799028
Start training epoch: (45/100)
Epoch (45), Batch(0/1368), loss: 0.175642, imid loss: 0.056103, imid1 loss: 0.070839, cmid loss: 0.048701
Epoch (45), Batch(200/1368), loss: 0.181976, imid loss: 0.071255, imid1 loss: 0.061968, cmid loss: 0.048752
Epoch (45), Batch(400/1368), loss: 0.181950, imid loss: 0.070421, imid1 loss: 0.062894, cmid loss: 0.048635
Epoch (45), Batch(600/1368), loss: 0.179655, imid loss: 0.069624, imid1 loss: 0.061608, cmid loss: 0.048423
Epoch (45), Batch(800/1368), loss: 0.180138, imid loss: 0.070662, imid1 loss: 0.061198, cmid loss: 0.048278
Epoch (45), Batch(1000/1368), loss: 0.180404, imid loss: 0.070188, imid1 loss: 0.061935, cmid loss: 0.048281
Epoch (45), Batch(1200/1368), loss: 0.179422, imid loss: 0.069359, imid1 loss: 0.061813, cmid loss: 0.048250
Train 45, loss: 0.180809
Linear Accuracy : 0.8926256077795786
==> Saving...
Start training epoch: (46/100)
Epoch (46), Batch(0/1368), loss: 0.223670, imid loss: 0.066976, imid1 loss: 0.108034, cmid loss: 0.048661
Epoch (46), Batch(200/1368), loss: 0.189699, imid loss: 0.074463, imid1 loss: 0.065646, cmid loss: 0.049591
Epoch (46), Batch(400/1368), loss: 0.186419, imid loss: 0.071861, imid1 loss: 0.065169, cmid loss: 0.049389
Epoch (46), Batch(600/1368), loss: 0.181256, imid loss: 0.069843, imid1 loss: 0.062368, cmid loss: 0.049045
Epoch (46), Batch(800/1368), loss: 0.179546, imid loss: 0.069121, imid1 loss: 0.061751, cmid loss: 0.048674
Epoch (46), Batch(1000/1368), loss: 0.178947, imid loss: 0.069441, imid1 loss: 0.061053, cmid loss: 0.048452
Epoch (46), Batch(1200/1368), loss: 0.180476, imid loss: 0.068931, imid1 loss: 0.062831, cmid loss: 0.048714
Train 46, loss: 0.181420
Linear Accuracy : 0.8954619124797407
Start training epoch: (47/100)
Epoch (47), Batch(0/1368), loss: 0.183934, imid loss: 0.102056, imid1 loss: 0.034594, cmid loss: 0.047284
Epoch (47), Batch(200/1368), loss: 0.184108, imid loss: 0.069346, imid1 loss: 0.066375, cmid loss: 0.048387
Epoch (47), Batch(400/1368), loss: 0.180705, imid loss: 0.070190, imid1 loss: 0.062394, cmid loss: 0.048121
Epoch (47), Batch(600/1368), loss: 0.177200, imid loss: 0.068498, imid1 loss: 0.060908, cmid loss: 0.047795
Epoch (47), Batch(800/1368), loss: 0.177785, imid loss: 0.068580, imid1 loss: 0.061393, cmid loss: 0.047812
Epoch (47), Batch(1000/1368), loss: 0.176913, imid loss: 0.068473, imid1 loss: 0.060764, cmid loss: 0.047676
Epoch (47), Batch(1200/1368), loss: 0.178028, imid loss: 0.067988, imid1 loss: 0.062537, cmid loss: 0.047503
Train 47, loss: 0.178316
Linear Accuracy : 0.8946515397082658
Start training epoch: (48/100)
Epoch (48), Batch(0/1368), loss: 0.202069, imid loss: 0.069668, imid1 loss: 0.086971, cmid loss: 0.045430
Epoch (48), Batch(200/1368), loss: 0.181838, imid loss: 0.073012, imid1 loss: 0.061840, cmid loss: 0.046986
Epoch (48), Batch(400/1368), loss: 0.177099, imid loss: 0.069839, imid1 loss: 0.060450, cmid loss: 0.046810
Epoch (48), Batch(600/1368), loss: 0.177652, imid loss: 0.069038, imid1 loss: 0.061822, cmid loss: 0.046792
Epoch (48), Batch(800/1368), loss: 0.177154, imid loss: 0.069340, imid1 loss: 0.060880, cmid loss: 0.046933
Epoch (48), Batch(1000/1368), loss: 0.175807, imid loss: 0.069534, imid1 loss: 0.059374, cmid loss: 0.046899
Epoch (48), Batch(1200/1368), loss: 0.175169, imid loss: 0.068797, imid1 loss: 0.059530, cmid loss: 0.046842
Train 48, loss: 0.176091
Linear Accuracy : 0.896677471636953
Start training epoch: (49/100)
Epoch (49), Batch(0/1368), loss: 0.192225, imid loss: 0.092536, imid1 loss: 0.056254, cmid loss: 0.043436
Epoch (49), Batch(200/1368), loss: 0.175231, imid loss: 0.067225, imid1 loss: 0.061316, cmid loss: 0.046691
Epoch (49), Batch(400/1368), loss: 0.176551, imid loss: 0.067040, imid1 loss: 0.062575, cmid loss: 0.046936
Epoch (49), Batch(600/1368), loss: 0.174788, imid loss: 0.067219, imid1 loss: 0.060812, cmid loss: 0.046758
Epoch (49), Batch(800/1368), loss: 0.174644, imid loss: 0.066857, imid1 loss: 0.061000, cmid loss: 0.046787
Epoch (49), Batch(1000/1368), loss: 0.175598, imid loss: 0.067168, imid1 loss: 0.061628, cmid loss: 0.046802
Epoch (49), Batch(1200/1368), loss: 0.176422, imid loss: 0.067508, imid1 loss: 0.062059, cmid loss: 0.046855
Train 49, loss: 0.176787
Linear Accuracy : 0.8991085899513777
Start training epoch: (50/100)
Epoch (50), Batch(0/1368), loss: 0.158354, imid loss: 0.031795, imid1 loss: 0.078649, cmid loss: 0.047910
Epoch (50), Batch(200/1368), loss: 0.173446, imid loss: 0.067879, imid1 loss: 0.059280, cmid loss: 0.046287
Epoch (50), Batch(400/1368), loss: 0.169993, imid loss: 0.066552, imid1 loss: 0.057322, cmid loss: 0.046119
Epoch (50), Batch(600/1368), loss: 0.169742, imid loss: 0.067285, imid1 loss: 0.056561, cmid loss: 0.045896
Epoch (50), Batch(800/1368), loss: 0.173597, imid loss: 0.068419, imid1 loss: 0.059116, cmid loss: 0.046062
Epoch (50), Batch(1000/1368), loss: 0.172665, imid loss: 0.068082, imid1 loss: 0.058376, cmid loss: 0.046207
Epoch (50), Batch(1200/1368), loss: 0.172873, imid loss: 0.068111, imid1 loss: 0.058440, cmid loss: 0.046322
Train 50, loss: 0.173148
Linear Accuracy : 0.8974878444084279
==> Saving...
Start training epoch: (51/100)
Epoch (51), Batch(0/1368), loss: 0.143467, imid loss: 0.078771, imid1 loss: 0.018329, cmid loss: 0.046367
Epoch (51), Batch(200/1368), loss: 0.174460, imid loss: 0.066328, imid1 loss: 0.061745, cmid loss: 0.046387
Epoch (51), Batch(400/1368), loss: 0.170860, imid loss: 0.066153, imid1 loss: 0.058654, cmid loss: 0.046053
Epoch (51), Batch(600/1368), loss: 0.171323, imid loss: 0.066194, imid1 loss: 0.059524, cmid loss: 0.045605
Epoch (51), Batch(800/1368), loss: 0.171245, imid loss: 0.067712, imid1 loss: 0.058043, cmid loss: 0.045490
Epoch (51), Batch(1000/1368), loss: 0.172133, imid loss: 0.067187, imid1 loss: 0.059608, cmid loss: 0.045338
Epoch (51), Batch(1200/1368), loss: 0.171946, imid loss: 0.067778, imid1 loss: 0.058972, cmid loss: 0.045195
Train 51, loss: 0.173431
Linear Accuracy : 0.8914100486223663
Start training epoch: (52/100)
Epoch (52), Batch(0/1368), loss: 0.098573, imid loss: 0.035079, imid1 loss: 0.016351, cmid loss: 0.047143
Epoch (52), Batch(200/1368), loss: 0.175350, imid loss: 0.067288, imid1 loss: 0.062332, cmid loss: 0.045730
Epoch (52), Batch(400/1368), loss: 0.174249, imid loss: 0.066366, imid1 loss: 0.062705, cmid loss: 0.045178
Epoch (52), Batch(600/1368), loss: 0.170143, imid loss: 0.065991, imid1 loss: 0.059221, cmid loss: 0.044931
Epoch (52), Batch(800/1368), loss: 0.169045, imid loss: 0.065999, imid1 loss: 0.058152, cmid loss: 0.044895
Epoch (52), Batch(1000/1368), loss: 0.167639, imid loss: 0.064820, imid1 loss: 0.058030, cmid loss: 0.044789
Epoch (52), Batch(1200/1368), loss: 0.167594, imid loss: 0.065221, imid1 loss: 0.057715, cmid loss: 0.044658
Train 52, loss: 0.167430
Linear Accuracy : 0.8950567260940032
Start training epoch: (53/100)
Epoch (53), Batch(0/1368), loss: 0.113131, imid loss: 0.037625, imid1 loss: 0.031313, cmid loss: 0.044193
Epoch (53), Batch(200/1368), loss: 0.173759, imid loss: 0.068628, imid1 loss: 0.060819, cmid loss: 0.044312
Epoch (53), Batch(400/1368), loss: 0.167193, imid loss: 0.065263, imid1 loss: 0.057886, cmid loss: 0.044044
Epoch (53), Batch(600/1368), loss: 0.166200, imid loss: 0.064640, imid1 loss: 0.057639, cmid loss: 0.043921
Epoch (53), Batch(800/1368), loss: 0.166927, imid loss: 0.064779, imid1 loss: 0.058170, cmid loss: 0.043977
Epoch (53), Batch(1000/1368), loss: 0.166915, imid loss: 0.065494, imid1 loss: 0.057500, cmid loss: 0.043921
Epoch (53), Batch(1200/1368), loss: 0.167544, imid loss: 0.066304, imid1 loss: 0.057336, cmid loss: 0.043905
Train 53, loss: 0.167778
Linear Accuracy : 0.8922204213938412
Start training epoch: (54/100)
Epoch (54), Batch(0/1368), loss: 0.150306, imid loss: 0.021994, imid1 loss: 0.081582, cmid loss: 0.046731
Epoch (54), Batch(200/1368), loss: 0.159655, imid loss: 0.065373, imid1 loss: 0.051208, cmid loss: 0.043074
Epoch (54), Batch(400/1368), loss: 0.161404, imid loss: 0.064399, imid1 loss: 0.053931, cmid loss: 0.043073
Epoch (54), Batch(600/1368), loss: 0.167709, imid loss: 0.065666, imid1 loss: 0.058316, cmid loss: 0.043727
Epoch (54), Batch(800/1368), loss: 0.169037, imid loss: 0.066117, imid1 loss: 0.059103, cmid loss: 0.043818
Epoch (54), Batch(1000/1368), loss: 0.168693, imid loss: 0.066212, imid1 loss: 0.058752, cmid loss: 0.043729
Epoch (54), Batch(1200/1368), loss: 0.169306, imid loss: 0.066785, imid1 loss: 0.058753, cmid loss: 0.043768
Train 54, loss: 0.168192
Linear Accuracy : 0.8922204213938412
Start training epoch: (55/100)
Epoch (55), Batch(0/1368), loss: 0.127004, imid loss: 0.055436, imid1 loss: 0.027523, cmid loss: 0.044045
Epoch (55), Batch(200/1368), loss: 0.163692, imid loss: 0.066459, imid1 loss: 0.054003, cmid loss: 0.043230
Epoch (55), Batch(400/1368), loss: 0.164222, imid loss: 0.065311, imid1 loss: 0.055694, cmid loss: 0.043218
Epoch (55), Batch(600/1368), loss: 0.166235, imid loss: 0.065793, imid1 loss: 0.057347, cmid loss: 0.043094
Epoch (55), Batch(800/1368), loss: 0.167634, imid loss: 0.067183, imid1 loss: 0.057336, cmid loss: 0.043115
Epoch (55), Batch(1000/1368), loss: 0.167038, imid loss: 0.067027, imid1 loss: 0.056833, cmid loss: 0.043178
Epoch (55), Batch(1200/1368), loss: 0.166203, imid loss: 0.066726, imid1 loss: 0.056321, cmid loss: 0.043156
Train 55, loss: 0.166179
Linear Accuracy : 0.8954619124797407
==> Saving...
Start training epoch: (56/100)
Epoch (56), Batch(0/1368), loss: 0.151541, imid loss: 0.064512, imid1 loss: 0.046467, cmid loss: 0.040562
Epoch (56), Batch(200/1368), loss: 0.162002, imid loss: 0.068687, imid1 loss: 0.050477, cmid loss: 0.042837
Epoch (56), Batch(400/1368), loss: 0.165842, imid loss: 0.066886, imid1 loss: 0.055937, cmid loss: 0.043019
Epoch (56), Batch(600/1368), loss: 0.164795, imid loss: 0.066441, imid1 loss: 0.055378, cmid loss: 0.042976
Epoch (56), Batch(800/1368), loss: 0.165001, imid loss: 0.066138, imid1 loss: 0.055918, cmid loss: 0.042945
Epoch (56), Batch(1000/1368), loss: 0.164679, imid loss: 0.065652, imid1 loss: 0.056005, cmid loss: 0.043023
